DOEID,House,School,Income,Climate,UR,TOTSQFT,HDD65,CDD65,KWH,TOTALBTUSPH,TOTALBTUCOL,STOVEN,OVEN
3054,Single-Family Detached,Bachlor's,62500,Mixed-Humid,R,3168,3091,1696,9500,63127,12503,1,0
3056,Single-Family Attached,Some k-12,97500,Marine,U,2229,2744,157,4120,96140,0,1,0
3057,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,6560,6582,438,16099,127284,3469,0,1
3058,Single-Family Detached,High School,12500,Mixed-Humid,R,1066,3944,1335,23365,14103,7215,1,0
3059,Single-Family Detached,Associate's,42500,"Very Cold/
Cold",U,2496,8027,485,7093,80375,0,1,0
3060,Single-Family Detached,High School,1250,Marine,U,3048,4442,591,31834,73476,3303,1,0
3061,Single-Family Attached,High School,6250,Mixed-Humid,U,3840,4190,1357,6936,35197,1825,1,0
3062,Single-Family Detached,High School,130000,"Hot-Dry/
Mixed-Dry",R,2560,2367,2508,19860,8236,18838,1,0
3063,Single-Family Detached,High School,17500,Mixed-Humid,U,2330,5185,909,8324,69393,5797,1,0
3064,Single-Family Detached,Bachlor's,52500,Mixed-Humid,U,2160,4159,1541,15506,35074,13785,1,0
3065,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,3900,6707,360,10372,39454,4098,1,0
3067,Single-Family Detached,Master's,110000,Mixed-Humid,U,3024,2821,1837,14203,35259,13291,1,0
3068,Single-Family Detached,High School,130000,"Very Cold/
Cold",R,3125,7476,326,18349,123157,0,1,0
3070,Single-Family Attached,Associate's,57500,"Very Cold/
Cold",U,1248,6128,629,7016,58198,1561,1,0
3071,Single-Family Detached,High School,22500,"Very Cold/
Cold",R,2300,6692,388,4631,1218,0,1,0
3072,Single-Family Detached,Bachlor's,110000,Mixed-Humid,U,3186,5318,666,8680,49423,1263,1,0
3073,Single-Family Detached,Bachlor's,110000,Mixed-Humid,U,3564,4380,1462,21877,57296,16807,1,0
3074,Single-Family Detached,Bachlor's,37500,Hot-Humid,U,1465,1229,3481,11776,15646,19128,1,0
3075,Single-Family Detached,Some College,32500,Mixed-Humid,U,1272,3266,1574,10311,29441,7192,1,0
3076,Single-Family Detached,Associate's,62500,"Very Cold/
Cold",U,2368,9987,96,10047,67404,0,0,1
3077,Single-Family Detached,Some College,32500,"Hot-Dry/
Mixed-Dry",U,575,1208,1484,2284,15102,688,1,0
3079,Single-Family Attached,High School,37500,Hot-Humid,U,879,2161,2807,14059,8360,7299,1,0
3080,Single-Family Detached,High School,47500,Mixed-Humid,U,2621,4395,1456,13556,40441,10324,1,0
3081,Single-Family Detached,Bachlor's,77500,Hot-Humid,R,2150,1235,2704,14003,3239,12874,1,0
3083,Single-Family Detached,Associate's,110000,"Very Cold/
Cold",R,3200,7817,26,13246,4954,0,0,1
3084,Single-Family Attached,Bachlor's,42500,"Hot-Dry/
Mixed-Dry",U,1300,2723,2085,4242,7782,0,1,0
3085,Single-Family Attached,Bachlor's,62500,"Hot-Dry/
Mixed-Dry",U,1376,1042,824,6066,17821,0,0,0
3086,Single-Family Detached,Some College,130000,Mixed-Humid,R,1792,4617,1470,14342,47127,7565,0,2
3087,Single-Family Detached,Bachlor's,130000,Mixed-Humid,U,3896,3309,1702,9046,43707,5569,1,0
3089,Single-Family Detached,High School,12500,Hot-Humid,U,2052,1305,3367,14195,7664,11338,1,0
3090,Single-Family Detached,Some College,72500,"Very Cold/
Cold",U,3304,5749,630,14146,44679,0,2,0
3091,Single-Family Detached,Associate's,87500,Marine,U,2313,4752,377,8104,65716,0,1,0
3094,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,4807,6450,558,10913,94686,2022,0,2
3095,Single-Family Detached,High School,37500,Mixed-Humid,R,1053,3625,1557,11892,9747,4166,1,0
3099,Single-Family Detached,Bachlor's,97500,Hot-Humid,R,1025,1092,3670,21108,7992,18494,1,0
3101,Single-Family Detached,Professional,52500,"Very Cold/
Cold",U,2754,5926,699,5227,72598,2931,1,0
3104,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,4217,6391,408,18204,115779,3359,1,0
3105,Single-Family Attached,No schooling,3750,Mixed-Humid,U,1559,3949,1585,4780,53662,2870,1,0
3106,Single-Family Detached,Associate's,62500,Hot-Humid,U,2394,1078,2661,15674,4941,14392,1,0
3107,Single-Family Detached,Some College,12500,"Hot-Dry/
Mixed-Dry",U,783,832,1403,2232,18429,0,1,0
3108,Single-Family Detached,Professional,62500,Mixed-Humid,U,2406,5430,902,7344,73086,5953,0,1
3110,Single-Family Attached,High School,42500,Hot-Humid,U,1325,1847,2948,13838,20607,9305,1,0
3112,Mobile Home,High School,27500,Hot-Humid,R,810,1915,2854,11477,27507,9591,1,0
3113,Single-Family Detached,Bachlor's,87500,"Hot-Dry/
Mixed-Dry",U,2958,1129,2047,8978,13638,6571,0,1
3114,Single-Family Detached,High School,62500,"Very Cold/
Cold",U,5020,5965,737,17833,56822,6951,1,0
3115,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",R,2904,5879,441,15462,19797,0,1,0
3116,Single-Family Detached,Associate's,82500,Mixed-Humid,U,4030,5093,940,4832,47478,1421,1,0
3117,Single-Family Detached,No schooling,17500,Mixed-Humid,U,5250,4859,994,4448,133836,1320,1,0
3118,Mobile Home,High School,17500,"Very Cold/
Cold",R,720,7456,266,5930,54488,153,1,0
3119,Single-Family Detached,Some k-12,32500,Hot-Humid,U,2444,1995,2910,10789,35803,13979,1,0
3120,Single-Family Detached,Bachlor's,47500,Hot-Humid,U,960,1912,2399,7339,7760,5726,1,0
3122,Single-Family Detached,Bachlor's,110000,"Hot-Dry/
Mixed-Dry",U,2481,1692,2050,8001,31147,4018,1,0
3123,Single-Family Attached,Some College,12500,"Hot-Dry/
Mixed-Dry",R,644,2433,2440,10206,9104,5224,1,0
3124,Single-Family Detached,Master's,130000,Hot-Humid,U,4550,1071,2672,19133,2607,19279,1,0
3125,Single-Family Detached,High School,47500,Hot-Humid,U,958,2313,2372,10135,66669,11493,1,0
3126,Single-Family Detached,High School,82500,"Hot-Dry/
Mixed-Dry",U,2583,4257,391,9611,31498,0,0,1
3127,Single-Family Detached,Some College,22500,Mixed-Humid,U,5074,3576,1303,18281,61193,15754,1,0
3128,Single-Family Detached,Associate's,42500,"Very Cold/
Cold",U,2080,5411,736,13526,53285,3563,1,0
3129,Single-Family Detached,High School,8750,Hot-Humid,U,1634,2445,2006,12727,7307,9315,0,1
3130,Single-Family Detached,Some k-12,42500,"Hot-Dry/
Mixed-Dry",U,2160,1085,1630,4731,0,0,1,0
3131,Single-Family Detached,Some College,17500,Marine,U,1640,4631,476,13540,10040,0,1,0
3132,Single-Family Detached,Doctorate,87500,"Very Cold/
Cold",R,5049,8149,314,9868,47932,900,1,0
3133,Mobile Home,High School,17500,"Very Cold/
Cold",R,1248,7766,269,7361,53737,0,1,0
3134,Single-Family Detached,High School,47500,Mixed-Humid,R,1552,3120,1769,19473,10724,6214,1,0
3138,Single-Family Detached,Some College,37500,Hot-Humid,U,2950,2293,2509,5075,3217,0,1,0
3140,Single-Family Detached,Associate's,22500,Marine,R,864,2786,156,6399,4829,0,1,0
3141,Single-Family Detached,High School,97500,"Hot-Dry/
Mixed-Dry",U,2150,1976,2509,16339,22856,14073,1,0
3143,Single-Family Detached,Bachlor's,130000,Marine,U,3377,4682,221,14484,53003,0,0,1
3144,Single-Family Detached,High School,32500,"Very Cold/
Cold",U,2325,6964,323,3575,109977,248,1,0
3146,Single-Family Detached,Associate's,52500,"Hot-Dry/
Mixed-Dry",R,1820,2688,2111,4142,10098,1901,0,1
3148,Single-Family Detached,Bachlor's,130000,Marine,U,1521,2698,694,5086,23260,935,1,0
3149,Single-Family Detached,High School,47500,"Hot-Dry/
Mixed-Dry",U,996,3591,1635,11192,44795,8079,1,0
3152,Single-Family Detached,High School,6250,Mixed-Humid,R,1683,4160,1211,16888,14547,8056,1,0
3157,Single-Family Detached,Doctorate,130000,Mixed-Humid,U,6280,3151,1689,29149,9683,17452,0,1
3158,Single-Family Attached,Associate's,110000,"Very Cold/
Cold",R,10698,6596,460,8962,125275,518,0,1
3159,Single-Family Detached,Master's,82500,Mixed-Humid,U,5724,5345,946,14892,68061,4925,0,2
3160,Single-Family Detached,High School,47500,Hot-Humid,R,1022,473,3966,14184,3732,12755,1,1
3161,Single-Family Attached,Bachlor's,62500,"Very Cold/
Cold",U,3664,6438,554,6258,67083,1404,1,0
3162,Single-Family Detached,Some k-12,32500,Hot-Humid,U,1544,2393,2399,16911,11590,14193,1,0
3163,Single-Family Detached,High School,130000,"Very Cold/
Cold",R,3659,6659,399,18048,17866,1957,1,0
3169,Single-Family Attached,Some College,62500,"Very Cold/
Cold",R,1872,7147,274,4546,79112,0,1,0
3172,Single-Family Detached,Doctorate,130000,"Very Cold/
Cold",R,5221,5887,570,14824,80730,7566,1,0
3174,Single-Family Detached,Bachlor's,57500,Mixed-Humid,U,3044,3776,1772,10216,116085,11380,0,1
3175,Single-Family Detached,Some College,37500,"Very Cold/
Cold",U,3149,5650,597,2532,82816,321,1,0
3176,Single-Family Detached,Associate's,42500,Hot-Humid,U,1821,13,2684,8419,0,8625,1,0
3177,Single-Family Detached,Bachlor's,110000,Mixed-Humid,R,2784,3125,1738,15551,41066,12558,1,0
3178,Single-Family Detached,Bachlor's,47500,Hot-Humid,R,1698,484,3655,21828,3030,18401,1,0
3179,Single-Family Detached,High School,52500,"Hot-Dry/
Mixed-Dry",U,3461,2403,1346,10649,22451,2638,1,0
3180,Single-Family Detached,Some k-12,27500,"Hot-Dry/
Mixed-Dry",U,1973,1690,2052,10010,6631,3995,1,0
3181,Single-Family Detached,High School,22500,"Very Cold/
Cold",U,2328,5257,795,5693,84812,755,1,0
3182,Single-Family Detached,High School,57500,Hot-Humid,U,2320,601,3624,14828,2398,19218,1,0
3184,Single-Family Detached,Bachlor's,27500,Mixed-Humid,R,1782,3388,1471,3767,544,2558,1,0
3185,Single-Family Detached,Bachlor's,27500,"Very Cold/
Cold",U,1248,5713,734,4830,108112,806,1,0
3187,Single-Family Detached,Associate's,3750,"Hot-Dry/
Mixed-Dry",R,2341,2638,2381,18448,21132,13563,0,1
3188,Mobile Home,Some College,37500,"Hot-Dry/
Mixed-Dry",U,1040,4007,481,11538,12240,0,1,0
3190,Mobile Home,Some College,32500,Hot-Humid,U,794,113,4607,8365,0,7029,1,0
3191,Single-Family Detached,High School,17500,"Very Cold/
Cold",U,3368,5491,566,10306,97840,1707,1,0
3192,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,3136,7622,341,20827,107034,523,1,0
3193,Single-Family Detached,High School,27500,"Very Cold/
Cold",R,2700,5789,728,33831,23583,2265,1,0
3196,Single-Family Detached,Some College,130000,"Very Cold/
Cold",R,2376,7398,515,10766,49354,1990,1,0
3197,Single-Family Detached,Bachlor's,110000,"Hot-Dry/
Mixed-Dry",U,1564,1187,820,3651,4013,634,1,0
3198,Single-Family Detached,Bachlor's,37500,Mixed-Humid,R,4188,5399,786,6058,83826,1610,2,0
3199,Single-Family Detached,Some College,92500,"Hot-Dry/
Mixed-Dry",U,1200,2598,2030,17158,27289,8420,1,0
3200,Single-Family Detached,Some College,17500,"Very Cold/
Cold",U,1406,9329,169,6536,15256,0,1,0
3201,Single-Family Detached,Some College,32500,Hot-Humid,R,2262,2440,2157,14619,5945,11775,1,0
3202,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,4839,6540,379,20388,102556,3161,0,1
3203,Single-Family Attached,High School,52500,Mixed-Humid,U,1716,5486,620,13882,110669,1591,1,0
3204,Single-Family Detached,High School,57500,"Hot-Dry/
Mixed-Dry",U,2452,2208,2453,6852,25775,4189,1,0
3205,Single-Family Detached,High School,130000,"Very Cold/
Cold",R,2018,8459,502,10502,73644,1979,1,0
3206,Single-Family Detached,Bachlor's,97500,Mixed-Humid,R,5040,3039,1788,20003,8788,11563,1,0
3207,Single-Family Detached,Associate's,27500,Mixed-Humid,U,3168,4690,1195,7465,48477,4170,1,0
3209,Single-Family Detached,Associate's,130000,"Very Cold/
Cold",R,2304,7049,347,7102,76568,474,1,0
3210,Single-Family Attached,High School,72500,Mixed-Humid,U,2635,4037,1472,7840,62004,5385,1,0
3211,Single-Family Detached,Master's,52500,Mixed-Humid,U,1104,5094,852,4441,6208,509,0,1
3212,Single-Family Detached,High School,72500,Hot-Humid,U,1378,2326,2349,8292,25611,7969,1,0
3213,Single-Family Detached,Bachlor's,62500,"Very Cold/
Cold",U,4642,9273,178,13003,0,0,0,1
3215,Single-Family Detached,Associate's,72500,"Very Cold/
Cold",U,2976,6074,709,9831,58660,0,1,0
3217,Single-Family Detached,Bachlor's,82500,"Very Cold/
Cold",U,3045,6727,431,7457,113538,859,0,1
3218,Single-Family Detached,Master's,130000,Mixed-Humid,R,3704,5431,915,15063,63556,10812,1,0
3220,Single-Family Detached,Bachlor's,27500,"Hot-Dry/
Mixed-Dry",U,1536,4408,336,2099,20596,0,1,0
3222,Single-Family Detached,High School,42500,Mixed-Humid,U,1644,3376,1788,11810,46126,8835,1,0
3224,Single-Family Detached,Some College,32500,Mixed-Humid,R,3564,3600,1511,10568,48399,6247,0,2
3225,Single-Family Detached,High School,17500,Hot-Humid,U,1220,629,3538,12465,4366,10923,1,0
3226,Single-Family Detached,High School,22500,Mixed-Humid,U,3800,4767,1058,17137,14392,12330,1,0
3227,Single-Family Detached,Some College,67500,"Very Cold/
Cold",R,2248,9550,382,50039,103724,8845,2,0
3228,Single-Family Detached,Some k-12,6250,"Very Cold/
Cold",U,1248,5911,653,5813,28413,864,0,1
3229,Single-Family Detached,Some College,22500,"Very Cold/
Cold",U,1171,10776,79,2350,72251,0,1,0
3230,Single-Family Detached,Some College,37500,Mixed-Humid,R,5605,4893,700,23014,15385,9946,0,2
3231,Single-Family Detached,High School,1250,"Very Cold/
Cold",R,924,5793,461,4545,16694,247,1,0
3232,Single-Family Detached,High School,92500,"Hot-Dry/
Mixed-Dry",U,2452,1958,3705,14018,12471,16922,1,0
3233,Single-Family Detached,Some College,130000,"Very Cold/
Cold",R,2724,8073,411,7222,130823,736,1,0
3234,Single-Family Detached,Bachlor's,17500,Mixed-Humid,U,3015,4058,1576,6717,53753,4468,0,1
3235,Single-Family Detached,High School,27500,"Hot-Dry/
Mixed-Dry",U,3008,3201,2197,7431,52209,4359,1,0
3236,Single-Family Attached,Master's,37500,"Very Cold/
Cold",U,716,6609,411,5827,47689,0,1,0
3238,Single-Family Detached,Master's,72500,"Very Cold/
Cold",U,3510,7325,412,5272,62219,568,1,0
3239,Single-Family Attached,Master's,42500,Marine,U,1508,2622,222,2487,44930,0,1,0
3240,Single-Family Detached,High School,62500,Mixed-Humid,R,3766,4637,1261,20713,56489,17839,1,0
3241,Single-Family Attached,Some College,87500,Mixed-Humid,U,1920,4991,829,10921,25130,5825,1,0
3243,Single-Family Detached,High School,62500,Hot-Humid,U,1960,1196,3235,14463,5822,18841,1,0
3244,Single-Family Detached,Some College,22500,Hot-Humid,R,1724,2360,2231,10881,3905,8822,1,0
3245,Single-Family Detached,Some College,72500,Hot-Humid,U,3249,2374,2067,20495,27291,18903,0,1
3246,Single-Family Detached,High School,47500,"Very Cold/
Cold",R,5724,6467,430,10917,22609,764,1,0
3247,Single-Family Detached,Bachlor's,130000,"Hot-Dry/
Mixed-Dry",U,2232,2247,1033,12448,38384,7377,1,0
3248,Single-Family Detached,Bachlor's,62500,"Very Cold/
Cold",R,3282,7581,258,16572,67681,233,1,0
3249,Single-Family Attached,Some College,27500,Mixed-Humid,R,1456,5003,980,12674,9578,2660,1,0
3250,Single-Family Detached,High School,130000,Mixed-Humid,R,2816,4097,1424,21813,66216,7462,1,0
3251,Single-Family Detached,High School,130000,"Very Cold/
Cold",U,3397,4948,819,6570,52622,3194,1,0
3252,Single-Family Detached,Bachlor's,97500,Marine,U,3099,2654,718,5101,38954,4283,0,1
3253,Single-Family Detached,Bachlor's,130000,Mixed-Humid,R,2156,5320,892,18705,18693,5643,1,0
3254,Single-Family Detached,Some k-12,52500,"Very Cold/
Cold",U,2232,7418,203,3618,69463,203,1,0
3255,Single-Family Detached,Some College,77500,"Very Cold/
Cold",U,2868,6622,447,4448,54546,525,1,0
3256,Single-Family Detached,No schooling,47500,"Hot-Dry/
Mixed-Dry",R,2321,2687,2112,6174,13347,2198,1,0
3257,Single-Family Detached,Associate's,37500,"Very Cold/
Cold",U,2540,7964,428,6196,88004,0,1,0
3258,Single-Family Detached,Master's,130000,Marine,U,3500,2447,1096,4826,11182,2365,0,2
3259,Single-Family Detached,Associate's,110000,"Very Cold/
Cold",R,3108,8791,168,8940,68767,243,1,0
3260,Single-Family Attached,Some k-12,32500,"Hot-Dry/
Mixed-Dry",U,2830,3706,1017,7446,44866,3288,1,0
3261,Single-Family Detached,Associate's,32500,Hot-Humid,R,1350,1259,3148,22584,7070,6324,1,0
3262,Single-Family Detached,Some College,17500,"Very Cold/
Cold",R,3117,6430,566,11910,35791,4552,1,0
3264,Single-Family Attached,Associate's,72500,Marine,U,1690,2442,232,5229,3307,0,0,1
3265,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",R,2100,6467,374,10436,41052,583,1,0
3266,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,3450,7650,641,8821,168242,1748,1,0
3270,Single-Family Detached,Some k-12,17500,Hot-Humid,U,686,830,4651,15887,4273,6901,1,0
3271,Single-Family Detached,Master's,47500,Marine,U,2444,2713,175,7357,23288,0,1,0
3272,Single-Family Detached,Some College,27500,Hot-Humid,R,2040,1013,2640,7745,1851,7469,1,0
3273,Single-Family Detached,High School,47500,"Very Cold/
Cold",U,3060,5386,788,8152,103731,2288,1,0
3274,Single-Family Detached,Master's,130000,Hot-Humid,R,2775,2433,2164,18308,18612,17454,0,1
3275,Single-Family Detached,High School,67500,"Very Cold/
Cold",U,3360,5526,444,6980,113467,0,1,0
3279,Single-Family Detached,Some College,37500,Mixed-Humid,U,2288,5115,651,11847,71387,2053,1,0
3280,Single-Family Detached,Bachlor's,62500,"Very Cold/
Cold",U,4397,6376,416,10174,69368,2388,1,0
3282,Single-Family Detached,Associate's,32500,Mixed-Humid,R,2688,4149,1594,9430,52354,3124,1,0
3283,Single-Family Detached,High School,52500,"Very Cold/
Cold",U,3741,7099,416,12946,83898,3200,0,2
3286,Single-Family Detached,Bachlor's,37500,"Very Cold/
Cold",R,2114,8330,168,8514,100088,0,1,0
3287,Single-Family Detached,High School,67500,"Hot-Dry/
Mixed-Dry",U,3149,3451,1153,10039,29238,4606,0,2
3288,Single-Family Detached,Bachlor's,42500,"Very Cold/
Cold",U,1692,5529,444,7399,78932,1419,0,1
3289,Single-Family Detached,Bachlor's,57500,"Very Cold/
Cold",U,1824,6196,873,7991,48873,3571,1,0
3290,Single-Family Detached,Some College,17500,"Very Cold/
Cold",U,1917,9483,124,14851,30971,164,1,0
3291,Single-Family Detached,Bachlor's,6250,Hot-Humid,U,1392,2724,1985,2326,27879,1296,1,0
3292,Single-Family Detached,Bachlor's,22500,"Hot-Dry/
Mixed-Dry",U,1800,1727,1459,10333,40905,5997,0,1
3294,Single-Family Detached,High School,130000,"Very Cold/
Cold",U,5460,6390,634,13872,180632,4377,0,2
3295,Single-Family Detached,High School,47500,"Very Cold/
Cold",U,1540,6783,698,10364,50938,707,1,0
3296,Single-Family Detached,High School,97500,"Very Cold/
Cold",U,2410,6195,873,10536,61891,2121,1,0
3297,Single-Family Detached,Some College,62500,"Very Cold/
Cold",U,1736,7322,338,3656,35016,209,1,0
3300,Single-Family Detached,High School,17500,Hot-Humid,U,1605,1247,3439,13302,26491,10450,1,0
3301,Single-Family Detached,Bachlor's,52500,Hot-Humid,U,2032,1218,2734,18929,4434,16586,1,0
3302,Single-Family Detached,High School,12500,Hot-Humid,R,1805,2790,1939,19764,22377,10967,1,0
3304,Single-Family Detached,High School,52500,"Very Cold/
Cold",R,2756,8715,386,10527,168321,1655,1,0
3307,Mobile Home,High School,32500,Hot-Humid,R,1152,1569,2830,21146,5697,11614,1,0
3308,Single-Family Detached,Master's,27500,Mixed-Humid,U,2737,4619,1100,6205,31465,5898,0,1
3310,Single-Family Detached,Some k-12,27500,"Very Cold/
Cold",R,3904,5460,746,11532,54782,3602,1,0
3313,Single-Family Detached,Some College,42500,"Very Cold/
Cold",U,1680,5586,428,13352,40156,648,1,0
3314,Single-Family Detached,Master's,87500,Mixed-Humid,R,5180,3339,1628,8310,43969,11291,0,1
3316,Single-Family Detached,High School,72500,"Hot-Dry/
Mixed-Dry",U,1458,1242,1450,5701,14544,0,1,0
3318,Single-Family Detached,High School,27500,"Very Cold/
Cold",U,2200,8418,468,6505,41990,1845,1,0
3320,Single-Family Detached,Master's,130000,"Very Cold/
Cold",U,2784,6108,895,19170,175408,3754,1,0
3321,Single-Family Detached,Bachlor's,130000,"Very Cold/
Cold",U,3950,5767,576,10409,61111,3085,0,1
3322,Single-Family Detached,Bachlor's,37500,Mixed-Humid,U,1959,4214,1521,6679,48417,5750,1,0
3323,Single-Family Detached,Some College,22500,"Very Cold/
Cold",R,1092,6518,658,18142,24699,1549,1,0
3324,Single-Family Detached,Some College,130000,Mixed-Humid,U,5000,4818,858,8922,58821,2627,1,0
3325,Single-Family Attached,No schooling,3750,"Hot-Dry/
Mixed-Dry",U,667,2624,178,2465,3815,0,1,0
3326,Single-Family Detached,Master's,130000,"Very Cold/
Cold",U,3422,5838,617,9687,69224,3844,1,1
3327,Single-Family Detached,Bachlor's,52500,"Hot-Dry/
Mixed-Dry",U,9396,1260,1340,19952,8781,0,0,2
3328,Single-Family Detached,Some k-12,37500,Mixed-Humid,U,2871,5336,928,5711,75207,616,0,1
3329,Single-Family Attached,High School,27500,Mixed-Humid,U,3736,4934,1082,8639,49582,8875,1,0
3330,Single-Family Detached,Professional,130000,"Very Cold/
Cold",U,3327,9377,141,15513,120607,0,1,0
3332,Single-Family Detached,Bachlor's,8750,"Very Cold/
Cold",U,2690,5398,760,7022,61556,2734,0,1
3333,Single-Family Detached,High School,57500,Hot-Humid,U,2233,1458,2712,13206,3975,12305,0,1
3334,Single-Family Detached,Bachlor's,67500,"Very Cold/
Cold",U,5376,6575,456,13632,98609,6181,1,0
